id,host_response_rate,review_scores_rating
43081576,100%,4.75
43081718,100%,1.0
43083185,,
43086687,,
43088723,100%,
43091749,81%,4.0
43094995,100%,4.9
43095462,100%,4.74
43097950,99%,4.44
43099206,98%,4.4
43099799,89%,5.0
43101684,100%,5.0
43109638,100%,4.73
43120321,100%,4.67
43129315,100%,4.89
43129397,100%,4.79
43129409,100%,5.0
43131750,,
43133194,,
43133280,,5.0
43135436,100%,4.84
43135734,98%,4.59
43137236,100%,4.87
43140855,,
43143600,,
43143896,100%,4.69
43145054,,
43151906,80%,
43154136,100%,1.0
43155265,98%,4.51
43159158,,
43159374,100%,5.0
43163565,100%,4.67
43163766,100%,5.0
43163819,100%,5.0
43163867,100%,4.0
43163906,100%,5.0
43163963,100%,4.86
43173449,100%,
43173504,100%,
43173562,100%,4.83
43173776,100%,
43190544,,
43192197,,
43195870,,
43201820,80%,
43213192,100%,4.25
43220716,,
43225419,,5.0
43226662,,
43231736,,5.0
43232084,99%,5.0
43233802,,
43249063,100%,4.5
43252747,100%,4.69
43252991,100%,4.7
43272261,100%,4.11
43274573,100%,4.85
43279568,100%,4.44
43284495,100%,
43284894,100%,
43288688,100%,4.88
43304627,100%,
43304956,97%,
43307007,100%,4.79
43311348,,
43313462,100%,4.87
43314781,100%,4.2
43322484,,
43323591,,
43332488,100%,4.93
43344912,,
43344977,100%,4.87
43345086,100%,
43346639,,
43346674,100%,4.7
43352157,,
43364148,100%,4.8
43365093,100%,4.94
43366709,,
43367167,100%,4.73
43367580,100%,4.58
43367886,10%,
43368602,,
43376364,100%,5.0
43391976,100%,1.0
43419644,100%,5.0
43421659,100%,5.0
43426775,100%,3.33
43429963,100%,4.81
43435021,100%,4.56
43436018,100%,5.0
43443335,90%,3.5
43444479,100%,4.83
43444488,100%,4.8
43445551,100%,4.68
43453906,100%,4.59
43453918,100%,4.68
43455737,100%,4.8
43471319,100%,5.0
43471423,100%,4.57
43472716,100%,5.0
43475497,100%,4.83
43480990,100%,4.76
43481075,100%,4.82
43481091,100%,5.0
43485088,100%,4.39
43494170,100%,5.0
43502160,,
43519281,,
43519849,100%,4.33
43530401,100%,4.48
43531586,100%,4.45
43532242,100%,4.63
43532372,100%,4.48
43536901,100%,4.64
43538599,100%,4.35
43547359,100%,4.67
43554691,100%,4.48
43570216,100%,4.68
43571313,,
43572624,100%,4.68
43582607,,
43583387,100%,4.14
43583812,100%,4.63
43586033,100%,4.81
43606019,100%,4.43
43606149,100%,4.63
43606164,100%,4.67
43607451,,4.5
43607842,0%,
43611569,100%,5.0
43616345,100%,4.53
43619006,100%,4.73
43619274,,
43631464,100%,4.68
43632361,,
43663420,100%,4.99
43680982,100%,
43683534,,
43684118,93%,4.94
43691479,100%,4.89
43704278,,
43718862,100%,1.33
43724050,100%,
43732485,100%,4.73
43732552,,
43732631,,
43737842,100%,4.92
43745222,,
43749227,,
43749355,,
43749830,,
43749896,,
43751557,100%,4.98
43764543,,5.0
43766621,,
43821803,,
43836666,100%,4.94
43836933,100%,4.6
43839390,,4.6
43840595,,
43849654,100%,4.57
43852399,100%,3.83
43872998,100%,
43888968,100%,4.42
43900588,,
43902963,100%,
43903912,,
43913687,100%,4.33
43915993,100%,4.75
43916374,100%,4.2
43916475,100%,4.6
43922699,,
43935476,100%,5.0
43935485,100%,
43935488,100%,4.5
43935501,100%,
43935508,100%,
43948016,100%,
43948930,100%,4.4
43949183,100%,4.74
43961014,,5.0
43961517,100%,
43962817,100%,4.97
43965346,100%,4.58
43971411,,5.0
44004295,50%,5.0
44006623,,
44011341,90%,
44064687,100%,4.68
44099495,100%,4.33
44107043,,
44107184,0%,4.73
44107818,92%,5.0
44107910,92%,5.0
44139504,100%,4.88
44152532,100%,4.72
44158454,,
44159185,,
44196376,10%,
44196860,100%,5.0
44197241,100%,4.45
44197361,100%,4.03
44199200,100%,4.05
44204021,100%,5.0
44205066,100%,4.0
44205569,100%,4.0
44205723,100%,4.77
44213874,,1.0
44236422,100%,
44245300,100%,4.47
44253854,,
44256128,,
44256880,,
44256892,,
44256902,,
44256921,,
44256934,,
44256947,,
44256967,,
44256980,,
44257001,,
44257020,,
44271829,100%,
44295182,100%,4.44
44295311,,
44295927,,
44296020,,
44299828,0%,4.0
44323709,,
44323779,,
44327659,100%,
44328042,100%,4.86
44330249,100%,4.86
44367453,,
44373340,100%,4.74
44383499,100%,4.86
44383593,100%,5.0
44383655,100%,4.47
44383719,100%,
44396923,,5.0
44422416,,
44425596,,5.0
44452912,,
44457326,96%,4.8
44458300,,5.0
44458559,96%,4.92
44470124,100%,4.6
44482677,,4.0
44494317,,
44508607,100%,
44524260,100%,5.0
44525856,100%,4.65
44542293,,
44544268,100%,4.83
44544836,100%,4.76
44545989,100%,4.73
44546332,67%,
44551488,96%,5.0
44562807,100%,4.5
44563365,100%,
44564509,,
44578784,100%,4.75
44578966,100%,5.0
44579054,100%,4.9
44579287,100%,5.0
44579512,100%,4.78
44590229,98%,4.79
44603334,100%,5.0
44607215,,
44611476,,
44633924,,
44659258,,4.17
44668880,100%,4.85
44669742,100%,4.91
44673099,100%,
44690320,,
44718574,,
44720364,0%,
44731601,,4.0
44777082,100%,4.88
44799826,,
44810765,100%,4.32
44835851,98%,4.3
44924542,,
44994157,100%,
45003328,100%,4.43
45003380,99%,3.83
45003527,100%,3.0
45004650,100%,4.5
45062080,100%,4.74
45062866,,
45065476,100%,5.0
45070068,100%,4.96
45070110,100%,
45070183,100%,5.0
45076132,14%,
45080590,100%,5.0
45085650,100%,4.89
45098840,100%,4.82
45121705,,4.83
45128563,,
45144776,0%,
45146411,,
45167861,100%,
45169502,,
45188686,0%,
45201389,,
45210251,,
45211078,0%,
45227108,,
45227994,,
45228352,,5.0
45231924,0%,
45250756,98%,4.17
45286315,100%,4.75
45302358,,
45303944,,
45306970,,
45307844,,
45319366,100%,4.57
45319647,100%,4.83
45319877,100%,4.63
45319955,100%,4.83
45320120,100%,
45320319,100%,4.63
45320435,100%,4.64
45320497,100%,4.61
45320696,100%,4.68
45322008,100%,4.56
45325453,,4.0
45326066,,
45326161,,
45326254,,
45326576,,
45327088,,
45327206,,
45337959,0%,
45352265,,
45369920,98%,4.57
45419357,99%,4.32
45419467,99%,3.95
45427956,100%,4.89
45443869,100%,4.74
45446519,100%,5.0
45446859,100%,4.96
45458442,100%,5.0
45462520,93%,4.82
45485860,100%,4.74
45492495,98%,4.56
45518784,,
45524035,100%,4.63
45527634,100%,5.0
45535637,,
45546446,100%,4.8
45570677,100%,5.0
45586240,,
45590304,,4.0
45599040,100%,5.0
45623704,100%,4.84
45631686,100%,4.83
45641669,100%,4.8
45643491,100%,4.58
45656029,,
45660564,,
45662581,,4.9
45691919,,
45692684,100%,4.25
45692725,,
45695816,100%,5.0
45697628,100%,4.5
45714507,100%,5.0
45714544,100%,5.0
45715666,100%,4.0
45715733,100%,5.0
45773598,100%,4.83
45790693,100%,4.88
45805098,89%,4.83
45805319,89%,4.94
45805547,89%,4.95
45831097,,
45850547,100%,5.0
45870255,,5.0
45895440,,
45916362,100%,5.0
45944163,100%,
45945163,100%,
45953389,100%,4.5
45963060,100%,
45994890,100%,5.0
45995038,100%,
45995184,100%,
46028522,100%,4.72
46055241,100%,4.45
46057502,100%,4.56
46057853,100%,4.76
46058049,100%,5.0
46077894,100%,4.76
46091269,100%,4.82
46095163,100%,4.75
46128331,100%,4.71
46128384,100%,4.54
46129903,70%,5.0
46134429,100%,4.6
46179970,100%,4.86
46180806,100%,4.45
46183358,100%,
46183633,,
46184072,100%,5.0
46191848,100%,4.3
46222312,100%,3.83
46250353,100%,4.55
46250520,100%,4.81
46250987,100%,4.75
46251202,100%,4.7
46255916,100%,4.82
46268214,97%,5.0
46268673,100%,4.82
46271077,100%,2.67
46271170,100%,3.5
46271220,100%,5.0
46271281,100%,
46273882,100%,4.72
46283245,0%,5.0
46323850,,
46361785,100%,4.0
46384567,,
46404538,100%,4.79
46405143,100%,4.62
46405456,100%,4.73
46405716,100%,4.2
46409061,100%,4.84
46420444,100%,4.67
46421490,100%,4.67
46422422,100%,4.82
46435603,100%,5.0
46452651,100%,4.71
46478960,100%,4.82
46482464,,
46517098,100%,4.5
46536797,,
46571196,100%,5.0
46630862,100%,5.0
46685281,83%,4.5
46713058,100%,5.0
46717034,100%,4.75
46718374,100%,3.25
46735527,100%,
46738075,100%,4.77
46738680,100%,5.0
46746084,100%,5.0
46785564,100%,4.8
46806806,100%,5.0
46808659,100%,4.87
46810217,,
46843127,,
46904863,100%,
46931994,100%,4.86
46997092,100%,4.87
46997199,100%,5.0
47012425,,
47015682,100%,5.0
47015984,100%,4.33
47035010,,
47037624,100%,4.92
47037944,100%,4.79
47038667,,5.0
47058544,100%,4.57
47068640,,
47079508,100%,4.93
47085294,100%,4.97
47093698,,
47145395,100%,4.86
47163823,100%,4.59
47166718,99%,4.69
47172976,100%,4.78
47225916,89%,
47225951,89%,
47244782,100%,4.67
47247627,,5.0
47303011,100%,4.86
47322636,89%,4.5
47322978,89%,
47323151,89%,
47325477,100%,4.44
47368913,100%,5.0
47370574,,
47455908,,
47483838,100%,4.81
47502211,98%,4.22
47524473,100%,5.0
47528328,98%,4.32
47560091,99%,4.42
47568118,,
47571094,100%,4.4
47587815,100%,
47708476,100%,
47709565,99%,4.22
47713209,100%,5.0
47713435,100%,5.0
47723611,89%,
47723764,89%,
47727415,100%,5.0
47735789,98%,4.33
47763362,86%,4.69
47772749,100%,4.85
47773242,100%,
47787575,98%,4.44
47790021,89%,
47793036,100%,
47793040,100%,
47793041,100%,
47804558,,5.0
47804803,100%,5.0
47821837,80%,
47823675,89%,
47828041,100%,
47834818,89%,
47834952,89%,
47835243,100%,4.57
47875475,100%,4.85
47902117,100%,4.5
47904025,100%,4.88
47914407,100%,5.0
47927742,98%,4.64
48016165,92%,4.96
48017217,100%,4.75
48021354,92%,
48021496,92%,
48033246,92%,
48033408,92%,
48033527,92%,
48033808,92%,
48033943,92%,
48034161,92%,
48035275,100%,4.67
48035672,80%,4.6
48046291,,
48048573,80%,5.0
48083636,92%,5.0
48083683,92%,4.83
48090406,99%,4.0
48110585,100%,5.0
48117949,100%,4.94
48137326,100%,4.52
48137831,100%,4.79
48152766,100%,4.5
48159924,100%,4.78
48160668,100%,
48161576,,
48172404,100%,
48172542,100%,5.0
48172573,100%,
48176191,100%,
48223410,0%,
48233021,100%,4.94
48233117,,5.0
48234072,100%,5.0
48235290,100%,4.97
48235474,100%,4.84
48236339,100%,5.0
48260762,100%,5.0
48260768,100%,5.0
48260773,100%,
48289481,100%,4.97
48305836,92%,5.0
48354768,100%,5.0
48372921,100%,4.96
48409115,100%,5.0
48412722,,5.0
48431369,100%,4.83
48447273,100%,5.0
48455542,99%,4.5
48474363,98%,4.76
48474692,100%,
48495108,100%,5.0
48498930,100%,4.92
48502159,100%,4.85
48554922,98%,4.9
48556156,100%,4.56
48556170,,
48556223,,
48556235,100%,4.43
48556323,100%,4.51
48611848,,
48615764,100%,
48653275,100%,4.9
48663010,100%,
48686907,100%,5.0
48687199,100%,
48700999,100%,5.0
48703603,99%,4.38
48705264,98%,4.36
48728522,100%,4.18
48750225,98%,4.9
48751860,100%,4.95
48791722,100%,4.41
48792606,89%,4.5
48796034,100%,5.0
48812221,,
48823054,,
48846126,,
48850934,100%,4.85
48892828,100%,
48893198,100%,
48893709,100%,
48898014,100%,4.78
48914081,100%,4.81
48926544,100%,5.0
48951739,,
48963559,98%,4.45
48968625,100%,
48970342,100%,
49038847,100%,4.8
49043916,100%,5.0
49049199,100%,
49053089,100%,
49056423,100%,
49062736,100%,4.86
49063177,100%,5.0
49070466,100%,5.0
49104649,100%,4.83
49119323,89%,4.43
49119508,89%,4.36
49119933,100%,
49120179,,
49148138,100%,
49162459,100%,5.0
49200733,100%,4.33
49236603,100%,
49263867,100%,
49264063,50%,4.56
49266314,100%,4.6
49266656,100%,4.89
49284742,100%,5.0
49285690,100%,4.9
49299585,,
49410240,100%,5.0
49410329,100%,4.89
49412573,100%,4.76
49413390,100%,4.58
49417827,100%,4.78
49453096,100%,4.79
49462585,98%,4.71
49463266,100%,4.7
49534763,100%,4.91
49537436,,
49552135,,
49560669,,
49574039,100%,5.0
49582912,100%,4.62
49618679,100%,4.87
49628544,95%,4.3
49679312,100%,5.0
49682648,100%,1.0
49699184,100%,4.81
49742023,95%,4.25
49743931,95%,4.88
49745793,,
49809869,100%,4.88
49845244,95%,4.0
49851696,100%,5.0
49856851,0%,
49940775,100%,5.0
49945959,,
49954378,95%,4.0
49954567,95%,5.0
49974853,100%,4.0
49989095,100%,5.0
49997930,100%,4.92
50063156,100%,5.0
50091366,,4.5
50105794,100%,4.93
50159190,100%,4.89
50181000,,1.0
50188878,100%,4.88
50199899,100%,4.68
50201222,100%,4.41
50205897,100%,5.0
50221279,100%,4.91
50232796,,
50238258,100%,5.0
50255138,100%,4.91
50255967,100%,4.92
50276203,100%,4.83
50298738,,
50314680,97%,4.5
50354861,100%,4.94
50404732,100%,4.8
50408353,100%,5.0
50427163,100%,
50444390,100%,4.56
50463056,,
50508962,100%,4.4
50510425,95%,2.5
50529604,,
50529962,100%,4.87
50530610,100%,4.5
50530745,100%,4.56
50532164,100%,4.62
50532301,33%,
50554842,100%,4.56
50557082,100%,5.0
50567732,100%,4.92
50572130,100%,4.6
50584162,100%,4.73
50605683,100%,5.0
50648189,100%,4.92
50712775,100%,
50732727,100%,4.4
50734720,100%,4.76
50734740,100%,4.26
50755727,,
50756604,,
50782630,100%,
50782635,100%,
50782753,100%,
50800936,100%,
50802053,95%,5.0
50823789,100%,4.91
50835852,100%,4.92
50838500,100%,
50858659,100%,5.0
50887220,100%,
50888030,100%,5.0
50899831,100%,5.0
50900417,100%,4.86
50904338,100%,5.0
50904687,100%,5.0
50905802,100%,5.0
51004092,100%,4.93
51030202,100%,5.0
51030725,100%,
51051096,100%,
51058946,100%,4.9
51084340,,4.75
51097472,100%,4.97
51112399,100%,4.43
51115244,100%,4.67
51115519,100%,4.8
51130595,100%,4.81
51131989,100%,4.89
51181155,100%,
51188340,100%,
51188734,100%,5.0
51189915,100%,5.0
51194568,100%,4.75
51194579,100%,4.75
51284335,,5.0
51343019,100%,4.93
51380129,100%,4.8
51412675,100%,
51412841,100%,3.0
51412907,100%,
51413277,100%,5.0
51414397,100%,
51414638,100%,
51423842,100%,4.41
51457524,100%,4.83
51506581,,
51515924,,
51565744,,
51570306,,5.0
51590556,100%,5.0
51609706,100%,4.84
51624889,100%,4.66
51624957,100%,4.54
51627224,100%,4.84
51631920,100%,4.89
51675987,,
51678308,100%,4.75
51706065,,
51717778,80%,5.0
51718816,80%,
51718914,100%,4.0
51735185,80%,5.0
51736936,80%,
51737258,80%,5.0
51737392,80%,5.0
51812967,100%,4.56
51851676,100%,4.56
51854776,100%,4.28
51903511,,4.53
51914048,100%,
51914290,100%,5.0
51916070,100%,5.0
51931833,100%,4.67
51950101,100%,4.86
52023292,100%,4.5
52027689,25%,
52070387,100%,
52096135,100%,5.0
52214798,100%,4.38
52216184,100%,4.61
52216564,100%,4.43
52216809,100%,2.8
52224518,100%,
52226951,,5.0
52295813,50%,4.22
52307423,,
52316537,100%,5.0
52338758,,
52376263,90%,4.83
52411227,,
52414284,,
52461622,,
52499066,95%,5.0
52502780,95%,5.0
52502934,95%,5.0
52503160,95%,
52503428,,
52503472,95%,
52518773,95%,5.0
52520131,95%,4.25
52520420,95%,4.33
52520575,95%,4.8
52521094,95%,5.0
52521712,95%,4.5
52522320,100%,4.57
52538759,75%,5.0
52538975,100%,3.83
52553880,100%,4.83
52557637,,
52562844,,
52587795,,
52591746,100%,4.71
52602618,95%,5.0
52602619,95%,4.83
52603707,95%,5.0
52606357,100%,5.0
52621352,100%,4.91
52624187,100%,4.94
52625603,100%,5.0
52658352,100%,4.77
52660517,100%,4.75
52668117,,4.95
52680881,100%,4.82
52697876,100%,4.26
52707695,100%,4.0
52707822,100%,
52708063,100%,
52708119,100%,
52710753,100%,
52711371,100%,4.81
52712434,,
52720221,,
52724046,100%,5.0
52725061,100%,4.51
52732020,,
52744825,100%,5.0
52749800,100%,4.8
52761223,29%,
52764297,100%,
52783721,100%,5.0
52784002,100%,4.0
52784190,100%,4.88
52790159,100%,5.0
52800241,,
52818952,,
52847087,95%,5.0
52866954,90%,4.5
52907756,100%,5.0
52909145,100%,5.0
52916657,100%,4.71
52916947,100%,4.55
52933306,90%,4.18
52940323,,5.0
52941549,,
52947009,100%,5.0
52960212,,
52964071,100%,4.8
52965453,100%,5.0
52974691,100%,4.88
53004228,100%,4.88
53018976,100%,4.75
53021076,100%,4.5
53023189,,5.0
53035281,100%,5.0
53053419,100%,5.0
53053990,100%,4.0
53054595,100%,4.6
53055187,100%,4.5
53071217,100%,4.95
53074860,100%,4.92
53082607,,5.0
53096792,,4.83
53097580,100%,4.93
53101293,95%,5.0
53101717,95%,5.0
53101885,100%,3.0
53102389,100%,
53133878,100%,5.0
53137912,,
53139494,100%,4.91
53140441,100%,5.0
53140983,100%,4.75
53144400,100%,4.0
53154569,100%,4.67
53156013,100%,4.8
53156531,100%,4.75
53156988,100%,4.65
53157435,100%,4.54
53165949,100%,4.71
53174351,100%,4.67
53222878,100%,4.91
53242772,100%,4.41
53243096,100%,4.72
53244757,100%,4.63
53244836,100%,4.2
53244918,100%,4.69
53246180,100%,4.0
53250420,100%,4.74
53251118,100%,4.62
53261873,100%,4.0
53265924,,
53271353,100%,4.95
53273274,100%,4.55
53273772,100%,4.96
53282359,,3.67
53283501,100%,4.0
53283674,100%,4.33
53286278,100%,4.91
53297205,100%,4.33
53314095,100%,4.9
53333679,100%,4.93
53344866,100%,4.93
53348383,100%,5.0
53366462,100%,5.0
53370941,,
53375378,100%,4.75
53375502,100%,4.61
53384967,100%,4.88
53386169,100%,4.89
53386634,100%,4.79
53404749,100%,
53406562,100%,4.88
53407750,,
53408460,,
53408631,,5.0
53408825,,
53408867,,
53428082,100%,4.7
53438906,90%,4.86
53440720,100%,4.9
53449094,100%,5.0
53450175,,
53452556,100%,4.57
53453024,100%,4.67
53465476,100%,5.0
53466163,95%,4.91
53470443,100%,
53482531,,
53485127,100%,
53487918,100%,4.95
53534491,100%,4.5
53535655,100%,4.76
53551577,100%,4.88
53554037,100%,4.86
53554045,100%,4.88
53577049,100%,4.0
53579393,100%,4.86
53580588,100%,4.89
53594647,,
53616400,100%,4.96
53619074,100%,4.96
53623444,100%,4.86
53633961,100%,4.86
53650574,100%,4.65
53650650,100%,4.82
53650979,100%,4.61
53674884,100%,4.78
53676542,100%,4.29
53676612,0%,
53679381,100%,4.62
53689651,,
53690266,,
53694837,100%,4.5
53698448,98%,4.9
53698592,,
53710266,100%,4.9
53710591,100%,5.0
53711665,100%,5.0
53715667,100%,4.96
53728308,100%,5.0
53730057,100%,4.6
53730328,97%,4.67
53744493,100%,4.95
53744497,100%,4.96
53746282,100%,5.0
53751579,100%,4.96
53760323,,
53760350,100%,5.0
53776662,100%,4.8
53785566,100%,4.85
53787517,95%,4.89
53787780,100%,4.96
53800050,100%,5.0
53802444,,
53805747,100%,4.95
53808622,100%,4.98
53815172,100%,
53820715,100%,
53824368,100%,4.8
53825266,100%,4.9
53826921,100%,4.93
53827072,100%,4.5
53828990,100%,5.0
53833801,100%,
53835137,100%,
53837181,100%,5.0
53837490,100%,
53837643,100%,
53840063,100%,
53840700,100%,3.0
53840786,100%,
53841235,,5.0
53843829,100%,4.85
53851401,100%,5.0
53857833,,
53866863,100%,4.57
53870259,100%,4.53
53873868,100%,5.0
53884089,100%,
53885608,100%,4.8
53887481,100%,4.71
53894837,95%,5.0
53906141,100%,4.88
53906328,100%,4.96
53910351,,
53910466,100%,5.0
53914432,100%,5.0
53916359,100%,4.78
53916678,100%,4.58
53926331,80%,
53927684,80%,5.0
53928123,80%,
53929096,100%,4.5
53932293,75%,5.0
53934750,,4.67
53946254,100%,5.0
53946821,100%,4.85
53960529,100%,4.82
53961904,100%,4.83
53962260,100%,4.44
53972822,100%,4.65
53973346,,
53973792,100%,5.0
53974988,,
53975850,92%,1.0
53993686,100%,5.0
53998114,100%,4.89
54007957,100%,4.56
54008288,100%,5.0
54010923,100%,4.67
54040764,100%,4.92
54042079,100%,4.92
54043084,100%,4.73
54065465,100%,4.98
54066597,100%,4.57
54072133,100%,4.78
54072307,100%,4.56
54086085,60%,5.0
54086548,90%,4.75
54098751,100%,4.57
54101630,100%,
54107024,0%,
54115236,80%,3.5
54115634,80%,
54116865,80%,4.0
54117162,80%,3.5
54117305,80%,5.0
54135027,100%,4.5
54138035,100%,4.4
54138113,100%,4.75
54138141,100%,4.52
54138192,100%,4.72
54139334,100%,
54151835,100%,4.98
54153133,,
54154082,100%,4.91
54158647,100%,5.0
54169958,100%,5.0
54175770,100%,4.95
54187112,100%,5.0
54188528,,
54215328,100%,4.65
54215526,100%,4.76
54242915,100%,4.87
54265997,100%,4.96
54273963,98%,4.81
54283169,100%,5.0
54297456,100%,4.73
54331523,100%,4.75
54332294,100%,4.71
54332381,100%,4.76
54332410,100%,4.14
54332430,100%,4.81
54332480,100%,4.81
54332531,100%,4.61
54332746,100%,4.75
54332765,100%,4.59
54333437,100%,4.61
54334721,,4.79
54347113,0%,5.0
54351103,100%,4.96
54351181,100%,4.73
54351463,100%,4.55
54351518,100%,4.59
54351614,100%,4.47
54351647,,4.9
54358703,100%,4.94
54358998,100%,4.68
54359203,100%,4.51
54364876,98%,4.75
54370322,90%,5.0
54382666,100%,5.0
54383898,100%,
54395948,100%,5.0
54396114,100%,4.89
54398652,100%,5.0
54408976,100%,4.71
504859704911743707,100%,4.86
507483048869347200,100%,4.64
508182673678170465,100%,4.58
512565700366009801,100%,4.7
522092295812215114,100%,4.78
522290393969688657,100%,5.0
538926496251756038,,
538978281388252245,,
540738644781460540,100%,
541028255250685765,,
541214155290102499,100%,4.96
541226975504238722,100%,4.98
543676162293443565,100%,4.92
544332462234004602,100%,5.0
544663715384055935,100%,4.76
544667941919734279,100%,4.7
546348518069941431,100%,4.98
547013907258668921,100%,4.94
547488765355448040,0%,
547529885575674951,100%,4.7
548066863957538793,60%,
548339574188096711,0%,
548697071866753651,100%,5.0
548784553463035533,100%,5.0
548830892436190869,100%,5.0
548893707998111496,100%,4.57
548975819281651554,100%,4.91
549293755608819534,,5.0
549645362052013905,,
549842118441308408,100%,4.88
549899741399770727,100%,4.67
550462462757180162,100%,4.82
551087817298266733,100%,
551238249297943171,100%,5.0
551281542806564186,,
551997015060749491,80%,4.55
553375880694956546,,4.69
553905798996448435,100%,4.2
553911407294704296,100%,5.0
554015820801696217,,
554049689389211470,100%,4.96
554835848093181392,97%,4.55
555664730608149607,100%,4.61
556001634880714775,100%,4.9
556172303465109455,100%,
556831949234573490,100%,
556888637470890735,100%,4.75
556975555025426429,100%,5.0
557140442724403636,100%,4.75
557492406022736839,100%,4.86
557616898795974502,100%,5.0
558239322437982236,100%,
558461496840370036,,
559061541814362858,99%,4.03
559624072769096728,100%,4.7
559631317234095791,89%,4.31
559644908092871260,89%,3.71
559656037528038108,89%,
560439068163939717,100%,4.9
560700034632139199,100%,4.94
561135365330172346,100%,5.0
562687711152658698,95%,5.0
562687940694624929,95%,
562972065309061724,100%,4.79
563195600648413293,100%,4.64
563375542228777454,,5.0
563376004787557470,,
563386061225471884,100%,4.93
563400295055515667,,
563412732228417590,0%,
563466886115910469,100%,4.66
563936486824601479,100%,4.72
564112016148492033,16%,4.11
564155403761338894,100%,4.75
564277440534500431,100%,4.73
564747110178314306,89%,4.5
564776813295222861,16%,3.91
564879108994452181,100%,4.63
565500399376729845,100%,5.0
565550653525394548,100%,4.71
566184885757913031,100%,4.83
566364418184313097,100%,4.73
566506909716346635,94%,4.6
566508019241897300,94%,4.48
566509053628281871,94%,4.35
566518443912005605,94%,4.75
566520395157706820,94%,4.0
566616860463517481,100%,5.0
566896452446253904,100%,4.57
566928620934724411,100%,4.82
567020533221818163,100%,4.73
567037135949869823,100%,4.75
567335016801681754,100%,4.82
568078867144994870,50%,
569127595841753660,89%,4.4
569138372333845116,100%,5.0
569139554788004530,100%,4.91
569254654582738848,100%,4.74
569709325948720033,,4.83
569748798584136119,100%,4.54
569770860930715301,100%,5.0
569792543534351210,100%,2.0
569805595446535396,100%,4.75
569814723842900452,100%,4.6
569822321290834146,100%,4.25
569975602769092887,100%,5.0
570165432072973401,100%,4.78
570753801958774859,100%,4.93
570824289326367864,,
570971715282359002,100%,4.83
571403358529956528,100%,4.75
571559404539872914,100%,4.94
571663948288931027,100%,4.35
571932176961974109,100%,5.0
572016970930956568,100%,5.0
572204723595425890,0%,4.42
572926539907688496,100%,
573885425548220613,83%,4.75
574046993300370805,100%,4.44
574961244850351330,67%,4.2
575041907407694034,95%,5.0
575064111761236848,95%,5.0
575087941295294428,95%,4.88
575092008908836901,95%,
575105572947067597,95%,3.0
575109995877933441,95%,4.92
575587089602029851,100%,4.33
575833193163724252,100%,4.75
577016648426167356,100%,4.86
577134570554588874,100%,4.6
577164503898851805,100%,4.78
577176717717001076,100%,5.0
577810484671088045,100%,4.58
577865238994934364,100%,
578101313368144012,100%,5.0
578112337275591926,100%,4.75
578464271354152131,95%,5.0
578579081530614339,100%,4.77
578586177898059850,100%,4.83
578686775417779962,100%,4.24
579068140610742967,100%,4.97
579339381377555156,,
579352028185046768,100%,
579582203976762438,92%,5.0
579595613436715399,100%,4.85
579942268755902268,100%,5.0
580124663412014475,,
580127301462534228,,
580129436643746169,,
580214771937911072,100%,4.86
580590208593633621,100%,4.78
581416219452297825,100%,4.83
581576830413143875,100%,4.71
581700701970382327,,2.0
581730674333857895,100%,4.8
581812525163348312,100%,4.67
581831389771390612,,
582281778927051502,100%,4.53
582474776604741514,95%,4.0
582837209827389129,100%,5.0
582838538804370405,100%,5.0
582839319075826350,100%,5.0
582842195917961697,100%,
582867441511372795,100%,4.83
582870381055230959,100%,4.2
583285548081862470,100%,
583600425950216481,100%,4.77
584289240316538732,98%,4.66
584474434858591762,100%,4.88
584577266384669674,100%,4.75
584886798956376113,100%,4.8
585171243912033166,100%,
585197172718769011,100%,4.71
585385269485969721,100%,4.9
586788353115857536,100%,5.0
587294138662896150,100%,4.76
587362667680680538,95%,4.67
587370237147842331,100%,4.86
587492945934576551,,
588025998087852147,100%,4.36
588345441968063861,100%,4.77
588623754606057561,100%,4.57
588676474366038239,100%,4.9
588693186965735761,100%,4.75
588737917617292695,,4.0
588841213406270793,100%,4.93
588936209707990196,95%,4.93
589450588719669838,75%,
589454608726567071,100%,4.81
589477536315960211,100%,4.74
589552812515129128,100%,5.0
590064721765982761,100%,4.67
590085195346151585,,
590416582722534331,100%,4.83
590787376351426195,100%,4.75
590903554755963477,70%,4.74
591027224706885560,100%,4.38
591035943963680615,100%,4.67
591477247132356802,100%,4.79
591590677003793158,100%,4.9
591789867189118675,100%,4.96
591939477774058558,,
592448820967339959,100%,5.0
592514366405432615,70%,5.0
592561566440176417,100%,4.67
593058824127618438,67%,
593060017422731666,89%,
593070043583500013,89%,3.67
593693693487392430,100%,4.89
593749456752395960,,
593991222614582186,100%,4.42
594053698260122274,100%,4.2
594345380884968063,100%,4.64
594391046838714915,100%,4.0
594441745595457631,100%,4.33
594505017288660955,100%,4.88
594550356487389840,100%,4.96
594552194212768291,,4.89
594566013470856735,100%,4.8
594596688285459848,,4.81
594759356903027603,100%,4.68
595125485157952676,100%,4.97
595128432831758102,100%,4.53
595279166990954908,100%,4.86
595288413158287184,100%,4.94
595456329303583080,100%,5.0
595912985503028900,100%,4.86
595980642301673965,100%,4.93
596006150034723525,100%,4.65
596073933376255374,70%,4.53
596183390732970794,70%,4.11
596693001181718980,,
596763710435709872,100%,5.0
596937672565276402,,
597354831183592881,,
